image,read color,read depth,isInFrame(),getCenter(),get_module_depth(),region_of_interest(),get_module_orientation(),getModuleBounds(),get_module_roll(),exec time (s)
vision/vision_images/module/Feb29/2020-02-29_15.40.45.588821-colorImage.jpg,True,True,True,637 . 729,660.64625,Found,1.3861792427294137 . -0.21590624474724124,Found,Crash,0.1992321014404297
vision/vision_images/module/Feb29/2020-02-29_15.40.46.554823-colorImage.jpg,True,True,True,549 . 694,594.6660401002506,Found,7.564903569578466 . 1.0056867485174796,Found,Crash,0.20643186569213867
vision/vision_images/module/Feb29/2020-02-29_15.40.46.652448-colorImage.jpg,True,True,True,691 . 617,601.7147177419355,Found,-5.493378656865725 . 3.4253839211862873,Found,Crash,0.2135782241821289
vision/vision_images/module/Feb29/2020-02-29_15.40.47.773572-colorImage.jpg,True,True,True,637 . 713,431.4816933638444,Found,3.530885241289509 . -10.471544874425332,Found,Crash,0.2209780216217041
vision/vision_images/module/Feb29/2020-02-29_15.40.47.897484-colorImage.jpg,True,True,True,673 . 649,464.12484237074403,Found,2.3005253777058914 . -3.9200893349821757,Found,Crash,0.2235579490661621
vision/vision_images/module/Feb29/2020-02-29_15.40.48.862847-colorImage.jpg,True,True,True,1103 . 799,508.41268844221105,Found,1.9041757065828377 . -0.12307963333931592,Found,Crash,0.20568466186523438
vision/vision_images/module/Feb29/2020-02-29_15.40.49.862726-colorImage.jpg,True,True,True,821 . 537,1029.815864022663,Found,-10.865274791707368 . 0.0,Found,Crash,0.19305634498596191
vision/vision_images/module/Feb29/2020-02-29_15.40.49.959114-colorImage.jpg,True,True,True,859 . 550,nan,Crash,Dependency Crash,,Dependency Crash,0.19310379028320312
vision/vision_images/module/Feb29/2020-02-29_15.40.51.144707-colorImage.jpg,True,True,True,524 . 758,431.3963254593176,Found,14.214856424445964 . 8.105145307774567,Found,Crash,0.19208669662475586
vision/vision_images/module/Feb29/2020-02-29_15.40.52.189071-colorImage.jpg,True,True,False,,,,,,,0.09780430793762207
vision/vision_images/module/Feb29/2020-02-29_15.40.53.278353-colorImage.jpg,True,True,False,,,,,,,0.09649443626403809
vision/vision_images/module/Feb29/2020-02-29_15.40.53.400146-colorImage.jpg,True,True,False,,,,,,,0.10282325744628906
vision/vision_images/module/Feb29/2020-02-29_15.40.54.450220-colorImage.jpg,True,True,True,448 . 567,707.6220414201183,Found,15.345264567328035 . -3.7402061152561057,Found,Crash,0.19698262214660645
vision/vision_images/module/Feb29/2020-02-29_15.40.54.564617-colorImage.jpg,True,True,True,540 . 740,746.850622406639,Found,-0.8995917156408217 . 3.558895120843103,Found,Crash,0.20531892776489258
vision/vision_images/module/Feb29/2020-02-29_15.40.55.588342-colorImage.jpg,True,True,True,858 . 783,656.3175,Found,4.368158014478746 . 5.271971012712473,Found,Crash,0.21864628791809082
vision/vision_images/module/Feb29/2020-02-29_15.40.55.697497-colorImage.jpg,True,True,False,,,,,,,0.10382699966430664
vision/vision_images/module/Feb29/2020-02-29_15.40.57.750528-colorImage.jpg,True,True,True,505 . 616,620.9455006337136,Found,2.67254520329032 . 0.2493652840550707,Found,Crash,0.20499587059020996
vision/vision_images/module/Feb29/2020-02-29_15.40.57.857660-colorImage.jpg,True,True,True,555 . 566,651.98875,Found,1.6270869258916896 . 0.11663767574542884,Found,Crash,0.211104154586792
vision/vision_images/module/Feb29/2020-02-29_15.41.07.117905-colorImage.jpg,True,True,False,,,,,,,0.10659170150756836
vision/vision_images/module/Feb29/2020-02-29_15.41.08.460196-colorImage.jpg,True,True,False,,,,,,,0.10747575759887695
vision/vision_images/module/Feb29/2020-02-29_15.41.12.385092-colorImage.jpg,True,True,False,,,,,,,0.10905694961547852
vision/vision_images/module/Feb29/2020-02-29_15.41.13.682871-colorImage.jpg,True,True,False,,,,,,,0.10389995574951172
vision/vision_images/module/Feb29/2020-02-29_15.41.13.811675-colorImage.jpg,True,True,False,,,,,,,0.1077566146850586
vision/vision_images/module/Feb29/2020-02-29_15.41.14.874639-colorImage.jpg,True,True,False,,,,,,,0.10301995277404785
vision/vision_images/module/Feb29/2020-02-29_15.41.16.095410-colorImage.jpg,True,True,False,,,,,,,0.10867428779602051
vision/vision_images/module/Feb29/2020-02-29_15.41.17.326098-colorImage.jpg,True,True,False,,,,,,,0.10248136520385742
vision/vision_images/module/Feb29/2020-02-29_15.41.18.669633-colorImage.jpg,True,True,False,,,,,,,0.10448050498962402
vision/vision_images/module/Feb29/2020-02-29_15.41.19.842136-colorImage.jpg,True,True,True,1177 . 311,423.51466666666664,Found,17.277286553425274 . 2.6737702994200574,Found,Crash,0.20856118202209473
vision/vision_images/module/Feb29/2020-02-29_15.41.26.939475-colorImage.jpg,True,True,False,,,,,,,0.10925030708312988
vision/vision_images/module/Feb29/2020-02-29_15.41.28.050643-colorImage.jpg,True,True,True,1177 . 311,1213.715909090909,Found,11.813714914751504 . -50.819066740992604,Found,Crash,0.2146456241607666
vision/vision_images/module/Feb29/2020-02-29_15.41.28.176878-colorImage.jpg,True,True,True,1177 . 311,963.1050724637681,Found,32.649717817719655 . -16.768679753977043,Found,Crash,0.22605133056640625
vision/vision_images/module/Feb29/2020-02-29_15.41.29.127547-colorImage.jpg,True,True,False,,,,,,,0.10880589485168457
vision/vision_images/module/Feb29/2020-02-29_15.41.29.222024-colorImage.jpg,True,True,False,,,,,,,0.1082766056060791
vision/vision_images/module/Feb29/2020-02-29_15.41.30.018996-colorImage.jpg,True,True,False,,,,,,,0.11095261573791504
vision/vision_images/module/Feb29/2020-02-29_15.41.31.268474-colorImage.jpg,True,True,True,623 . 644,538.0974114441417,Found,1.8403243351264698 . -0.44712269291257084,Found,Crash,0.2302258014678955
vision/vision_images/module/Feb29/2020-02-29_15.41.32.053398-colorImage.jpg,True,True,True,815 . 682,559.3125,Found,3.6748203696431703 . 2.784252105657248,Found,Crash,0.2239975929260254
vision/vision_images/module/Feb29/2020-02-29_15.41.32.182098-colorImage.jpg,True,True,True,795 . 503,581.844375,Found,-0.8760796799274779 . -0.05120047019146878,Found,Crash,0.2361927032470703
vision/vision_images/module/Feb29/2020-02-29_15.41.33.500679-colorImage.jpg,True,True,False,,,,,,,0.11165452003479004
vision/vision_images/module/Feb29/2020-02-29_15.41.38.582741-colorImage.jpg,True,True,True,795 . 503,778.844375,Found,1.1234898832125035 . -0.43052875441054,Found,Crash,0.21472430229187012
vision/vision_images/module/Feb29/2020-02-29_15.41.38.681375-colorImage.jpg,True,True,False,,,,,,,0.1063542366027832
vision/vision_images/module/Feb29/2020-02-29_15.41.39.421759-colorImage.jpg,True,True,False,,,,,,,0.10302567481994629
vision/vision_images/module/Feb29/2020-02-29_15.41.40.331062-colorImage.jpg,True,True,False,,,,,,,0.10314536094665527
vision/vision_images/module/Feb29/2020-02-29_15.41.40.425709-colorImage.jpg,True,True,False,,,,,,,0.10538053512573242
vision/vision_images/module/Feb29/2020-02-29_15.41.41.749184-colorImage.jpg,True,True,False,,,,,,,0.1165313720703125
vision/vision_images/module/Feb29/2020-02-29_15.41.42.902594-colorImage.jpg,True,True,False,,,,,,,0.10903453826904297
vision/vision_images/module/Feb29/2020-02-29_15.41.44.291248-colorImage.jpg,True,True,False,,,,,,,0.10138082504272461
vision/vision_images/module/Feb29/2020-02-29_15.41.44.413764-colorImage.jpg,True,True,False,,,,,,,0.09587264060974121
vision/vision_images/module/Feb29/2020-02-29_15.41.45.407379-colorImage.jpg,True,True,True,812 . 709,441.6120253164557,Found,0.7110838917721923 . 11.0257511677739,Found,Crash,0.20119667053222656
vision/vision_images/module/Feb29/2020-02-29_15.41.45.525379-colorImage.jpg,True,True,True,838 . 721,445.551875,Found,2.9111296510804 . 5.048646194306604,Found,Crash,0.21240758895874023
vision/vision_images/module/Feb29/2020-02-29_15.41.46.313442-colorImage.jpg,True,True,False,,,,,,,0.10217475891113281
vision/vision_images/module/Feb29/2020-02-29_15.41.46.411610-colorImage.jpg,True,True,False,,,,,,,0.10632205009460449
vision/vision_images/module/Feb29/2020-02-29_15.41.47.869016-colorImage.jpg,True,True,False,,,,,,,0.10109996795654297
vision/vision_images/module/Feb29/2020-02-29_15.41.47.987713-colorImage.jpg,True,True,True,1077 . 973,370.046365914787,Found,0.3715030661954661 . 5.726308032268585,Found,Crash,0.20110726356506348
vision/vision_images/module/Feb29/2020-02-29_15.41.49.057789-colorImage.jpg,True,True,True,1061 . 863,398.120625,Found,2.1326312780628136 . 2.110270182818565,Found,Crash,0.20007586479187012
vision/vision_images/module/Feb29/2020-02-29_15.41.49.202753-colorImage.jpg,True,True,True,1094 . 825,406.65125,Found,0.9882541819158697 . 0.7636134579488714,Found,Crash,0.20785951614379883
vision/vision_images/module/Feb29/2020-02-29_15.41.57.682899-colorImage.jpg,True,True,False,,,,,,,0.10951733589172363
vision/vision_images/module/Feb29/2020-02-29_15.42.00.321698-colorImage.jpg,True,True,False,,,,,,,0.10647320747375488
vision/vision_images/module/Feb29/2020-02-29_15.42.01.196370-colorImage.jpg,True,True,False,,,,,,,0.10866475105285645
vision/vision_images/module/Feb29/2020-02-29_15.42.01.306632-colorImage.jpg,True,True,False,,,,,,,0.10745501518249512
vision/vision_images/module/Feb29/2020-02-29_15.42.02.135370-colorImage.jpg,True,True,False,,,,,,,0.10089516639709473
vision/vision_images/module/Feb29/2020-02-29_15.42.02.228210-colorImage.jpg,True,True,False,,,,,,,0.09898042678833008
vision/vision_images/module/Feb29/2020-02-29_15.42.02.908851-colorImage.jpg,True,True,False,,,,,,,0.10711312294006348
vision/vision_images/module/Feb29/2020-02-29_15.42.03.874024-colorImage.jpg,True,True,False,,,,,,,0.10410571098327637
vision/vision_images/module/Feb29/2020-02-29_15.42.04.663763-colorImage.jpg,True,True,False,,,,,,,0.10818147659301758
vision/vision_images/module/Feb29/2020-02-29_15.42.05.769023-colorImage.jpg,True,True,False,,,,,,,0.09726238250732422
vision/vision_images/module/Feb29/2020-02-29_15.48.09.227496-colorImage.jpg,True,True,False,,,,,,,0.10454249382019043
vision/vision_images/module/Feb29/2020-02-29_15.48.10.480039-colorImage.jpg,True,True,False,,,,,,,0.09688115119934082
vision/vision_images/module/Feb29/2020-02-29_15.48.11.269984-colorImage.jpg,True,True,True,1270 . 411,nan,Crash,Dependency Crash,,Dependency Crash,0.18634653091430664
vision/vision_images/module/Feb29/2020-02-29_15.48.12.449251-colorImage.jpg,True,True,False,,,,,,,0.09901833534240723
vision/vision_images/module/Feb29/2020-02-29_15.48.13.590058-colorImage.jpg,True,True,False,,,,,,,0.10045909881591797
vision/vision_images/module/Feb29/2020-02-29_15.48.13.718123-colorImage.jpg,True,True,False,,,,,,,0.09917640686035156
vision/vision_images/module/Feb29/2020-02-29_15.48.14.650051-colorImage.jpg,True,True,False,,,,,,,0.10034704208374023
vision/vision_images/module/Feb29/2020-02-29_15.48.14.754745-colorImage.jpg,True,True,False,,,,,,,0.10665488243103027
vision/vision_images/module/Feb29/2020-02-29_15.48.15.913844-colorImage.jpg,True,True,False,,,,,,,0.09795975685119629
vision/vision_images/module/Feb29/2020-02-29_15.48.17.006745-colorImage.jpg,True,True,False,,,,,,,0.09917187690734863
vision/vision_images/module/Feb29/2020-02-29_15.48.18.022960-colorImage.jpg,True,True,False,,,,,,,0.09897470474243164
vision/vision_images/module/Feb29/2020-02-29_15.48.18.114436-colorImage.jpg,True,True,False,,,,,,,0.10173702239990234
vision/vision_images/module/Feb29/2020-02-29_15.48.19.003075-colorImage.jpg,True,True,False,,,,,,,0.09913182258605957
vision/vision_images/module/Feb29/2020-02-29_15.48.19.105544-colorImage.jpg,True,True,False,,,,,,,0.0988767147064209
vision/vision_images/module/Feb29/2020-02-29_15.48.20.061088-colorImage.jpg,True,True,False,,,,,,,0.10140395164489746
vision/vision_images/module/Feb29/2020-02-29_15.48.20.174555-colorImage.jpg,True,True,False,,,,,,,0.09790182113647461
vision/vision_images/module/Feb29/2020-02-29_15.48.21.099875-colorImage.jpg,True,True,False,,,,,,,0.09741568565368652
vision/vision_images/module/Feb29/2020-02-29_15.48.21.999278-colorImage.jpg,True,True,False,,,,,,,0.10510039329528809
